"행정구역","2026년08월_총인구수","2026년08월_세대수","2026년08월_세대당 인구","2026년08월_남자 인구수","2026년08월_여자 인구수","2026년08월_남여 비율"
"충청북도 충주시 봉방동(4313061000)","8,939","4,917","          1.82","4,613","4,326","          1.07"
"충청북도 충주시 칠금.금릉동(4313062500)","13,156","6,297","          2.09","6,426","6,730","          0.95"
"충청북도 충주시 연수동(4313063000)","33,702","17,233","          1.96","16,697","17,005","          0.98"
"충청북도 충주시 목행.용탄동(4313064000)","5,998","2,849","          2.11","3,162","2,836","          1.11"
"충청북도 제천시 (4315000000)","127,898","67,127","          1.91","64,565","63,333","          1.02"
"충청북도 제천시 봉양읍(4315025000)","6,415","3,706","          1.73","3,289","3,126","          1.05"
"충청북도 제천시 금성면(4315031000)","1,658","976","          1.70","898","760","          1.18"
"충청북도 제천시 청풍면(4315032000)","1,211","797","          1.52","644","567","          1.14"
"충청북도 제천시 수산면(4315033000)","1,969","1,268","          1.55","1,054","915","          1.15"
"충청북도 제천시 덕산면(4315034000)","2,045","1,173","          1.74","1,038","1,007","          1.03"
"충청북도 제천시 한수면(4315035000)","638","400","          1.60","328","310","          1.06"
"충청북도 제천시 백운면(4315036000)","3,252","1,929","          1.69","1,701","1,551","          1.10"
"충청북도 제천시 송학면(4315038000)","4,536","2,653","          1.71","2,407","2,129","          1.13"
"충청북도 제천시 교동(4315051000)","20,215","8,853","          2.28","10,007","10,208","          0.98"
"충청북도 제천시 의림지동(4315051800)","9,389","4,658","          2.02","4,686","4,703","          1.00"
"충청북도 제천시 중앙동(4315052800)","4,983","2,848","          1.75","2,473","2,510","          0.99"
"충청북도 제천시 남현동(4315053700)","4,370","2,440","          1.79","2,137","2,233","          0.96"
"충청북도 제천시 영서동(4315054700)","9,402","4,876","          1.93","4,675","4,727","          0.99"
"충청북도 제천시 용두동(4315056000)","19,870","10,811","          1.84","10,011","9,859","          1.02"
"충청북도 제천시 신백동(4315057700)","9,978","5,139","          1.94","5,014","4,964","          1.01"
"충청북도 제천시 청전동(4315059000)","13,971","7,789","          1.79","7,085","6,886","          1.03"
"충청북도 제천시 화산동(4315060500)","13,996","6,811","          2.05","7,118","6,878","          1.03"
"충청북도 보은군 (4372000000)","31,549","17,494","          1.80","16,078","15,471","          1.04"
"충청북도 보은군 보은읍(4372025000)","14,597","7,336","          1.99","7,315","7,282","          1.00"
"충청북도 보은군 속리산면(4372031500)","1,772","1,093","          1.62","905","867","          1.04"
"충청북도 보은군 장안면(4372032500)","1,451","840","          1.73","798","653","          1.22"
"충청북도 보은군 마로면(4372033000)","2,136","1,244","          1.72","1,044","1,092","          0.96"
"충청북도 보은군 탄부면(4372034000)","1,619","975","          1.66","821","798","          1.03"
"충청북도 보은군 삼승면(4372035000)","2,218","1,309","          1.69","1,126","1,092","          1.03"
"충청북도 보은군 수한면(4372036000)","1,840","1,079","          1.71","948","892","          1.06"
"충청북도 보은군 회남면(4372037000)","731","482","          1.52","411","320","          1.28"
"충청북도 보은군 회인면(4372038500)","1,749","1,079","          1.62","896","853","          1.05"
"충청북도 보은군 내북면(4372039000)","1,679","1,052","          1.60","860","819","          1.05"
"충청북도 보은군 산외면(4372040000)","1,757","1,005","          1.75","954","803","          1.19"
"충청북도 옥천군 (4373000000)","50,730","26,730","          1.90","25,813","24,917","          1.04"
"충청북도 옥천군 옥천읍(4373025000)","30,282","14,450","          2.10","15,239","15,043","          1.01"
"충청북도 옥천군 동이면(4373031000)","3,055","1,813","          1.69","1,585","1,470","          1.08"
"충청북도 옥천군 안남면(4373032000)","1,326","785","          1.69","693","633","          1.09"
"충청북도 옥천군 안내면(4373033000)","1,876","1,129","          1.66","989","887","          1.11"
"충청북도 옥천군 청성면(4373034000)","2,292","1,448","          1.58","1,181","1,111","          1.06"
"충청북도 옥천군 청산면(4373035000)","2,849","1,780","          1.60","1,408","1,441","          0.98"
"충청북도 옥천군 이원면(4373036000)","3,918","2,269","          1.73","2,021","1,897","          1.07"
"충청북도 옥천군 군서면(4373037000)","2,153","1,287","          1.67","1,139","1,014","          1.12"
"충청북도 옥천군 군북면(4373038000)","2,979","1,769","          1.68","1,558","1,421","          1.10"
"충청북도 영동군 (4374000000)","43,089","23,941","          1.80","21,792","21,297","          1.02"
"충청북도 영동군 영동읍(4374025000)","19,215","9,722","          1.98","9,559","9,656","          0.99"
"충청북도 영동군 용산면(4374031000)","3,145","1,911","          1.65","1,661","1,484","          1.12"
"충청북도 영동군 황간면(4374032000)","3,865","2,135","          1.81","1,956","1,909","          1.02"
"충청북도 영동군 추풍령면(4374033500)","2,084","1,200","          1.74","1,046","1,038","          1.01"
"충청북도 영동군 매곡면(4374034000)","1,740","1,029","          1.69","909","831","          1.09"
"충청북도 영동군 상촌면(4374035000)","2,142","1,311","          1.63","1,068","1,074","          0.99"
"충청북도 영동군 양강면(4374036000)","2,903","1,660","          1.75","1,487","1,416","          1.05"
"충청북도 영동군 용화면(4374037000)","884","565","          1.56","457","427","          1.07"
"충청북도 영동군 학산면(4374038000)","2,554","1,619","          1.58","1,312","1,242","          1.06"
"충청북도 영동군 양산면(4374039000)","1,685","1,048","          1.61","852","833","          1.02"
"충청북도 영동군 심천면(4374040000)","2,872","1,741","          1.65","1,485","1,387","          1.07"
"충청북도 증평군 (4374500000)","36,777","19,207","          1.91","19,190","17,587","          1.09"
"충청북도 증평군 증평읍(4374525000)","35,151","18,273","          1.92","18,318","16,833","          1.09"
"충청북도 증평군 도안면(4374531000)","1,626","934","          1.74","872","754","          1.16"
"충청북도 진천군 (4375000000)","85,649","43,472","          1.97","45,340","40,309","          1.12"
"충청북도 진천군 진천읍(4375025000)","30,009","15,276","          1.96","15,571","14,438","          1.08"
"충청북도 진천군 덕산읍(4375025300)","30,762","13,743","          2.24","16,271","14,491","          1.12"
"충청북도 진천군 덕산읍혁신도시출장소(4375025400)","0","0","          0.00","0","0","          0.00"
"충청북도 진천군 초평면(4375032000)","2,849","1,596","          1.79","1,508","1,341","          1.12"
"충청북도 진천군 문백면(4375033000)","3,382","2,044","          1.65","1,832","1,550","          1.18"
"충청북도 진천군 백곡면(4375034000)","2,005","1,228","          1.63","1,017","988","          1.03"
"충청북도 진천군 이월면(4375035000)","6,336","3,734","          1.70","3,413","2,923","          1.17"
"충청북도 진천군 광혜원면(4375037000)","10,306","5,851","          1.76","5,728","4,578","          1.25"
"충청북도 괴산군 (4376000000)","37,174","22,080","          1.68","19,291","17,883","          1.08"
"충청북도 괴산군 괴산읍(4376025000)","9,418","5,239","          1.80","4,879","4,539","          1.07"
"충청북도 괴산군 감물면(4376031000)","2,014","1,193","          1.69","1,045","969","          1.08"
"충청북도 괴산군 장연면(4376032000)","1,955","1,219","          1.60","1,022","933","          1.10"
"충청북도 괴산군 연풍면(4376033000)","2,223","1,368","          1.63","1,184","1,039","          1.14"
"충청북도 괴산군 칠성면(4376034000)","3,198","1,916","          1.67","1,613","1,585","          1.02"
"충청북도 괴산군 문광면(4376035000)","2,112","1,255","          1.68","1,108","1,004","          1.10"
"충청북도 괴산군 청천면(4376036000)","5,274","3,286","          1.60","2,715","2,559","          1.06"
"충청북도 괴산군 청안면(4376037000)","3,390","2,067","          1.64","1,768","1,622","          1.09"
"충청북도 괴산군 사리면(4376039000)","2,605","1,565","          1.66","1,348","1,257","          1.07"
"충청북도 괴산군 소수면(4376040000)","2,301","1,332","          1.73","1,202","1,099","          1.09"
"충청북도 괴산군 불정면(4376041000)","2,684","1,640","          1.64","1,407","1,277","          1.10"
"충청북도 음성군 (4377000000)","96,114","52,607","          1.83","51,412","44,702","          1.15"
"충청북도 음성군 음성읍(4377025000)","15,292","8,365","          1.83","7,879","7,413","          1.06"
"충청북도 음성군 금왕읍(4377025300)","19,292","10,876","          1.77","10,463","8,829","          1.19"
"충청북도 음성군 대소읍(4377025600)","21,655","11,151","          1.94","11,737","9,918","          1.18"
"충청북도 음성군 대소읍성본산업단지출장소(4377026100)","0","0","          0.00","0","0","          0.00"
"충청북도 음성군 소이면(4377031000)","2,682","1,659","          1.62","1,436","1,246","          1.15"
"충청북도 음성군 원남면(4377032000)","2,935","1,838","          1.60","1,562","1,373","          1.14"
"충청북도 음성군 맹동면(4377033000)","14,616","7,108","          2.06","7,736","6,880","          1.12"
"충청북도 음성군 맹동면혁신도시출장소(4377033500)","0","0","          0.00","0","0","          0.00"
"충청북도 음성군 삼성면(4377035000)","5,956","3,610","          1.65","3,357","2,599","          1.29"
"충청북도 음성군 생극면(4377036000)","4,229","2,577","          1.64","2,355","1,874","          1.26"
"충청북도 음성군 감곡면(4377037000)","9,457","5,423","          1.74","4,887","4,570","          1.07"
"충청북도 단양군 (4380000000)","26,481","15,169","          1.75","13,558","12,923","          1.05"
"충청북도 단양군 단양읍(4380025000)","9,875","5,129","          1.93","5,013","4,862","          1.03"
"충청북도 단양군 매포읍(4380025300)","4,613","2,627","          1.76","2,430","2,183","          1.11"
"충청북도 단양군 대강면(4380031000)","2,286","1,451","          1.58","1,129","1,157","          0.98"
"충청북도 단양군 가곡면(4380032000)","1,933","1,152","          1.68","1,034","899","          1.15"
"충청북도 단양군 영춘면(4380033000)","2,992","1,820","          1.64","1,433","1,559","          0.92"
"충청북도 단양군 어상천면(4380034000)","1,809","1,080","          1.68","991","818","          1.21"
