"행정구역","2026년08월_총인구수","2026년08월_세대수","2026년08월_세대당 인구","2026년08월_남자 인구수","2026년08월_여자 인구수","2026년08월_남여 비율"
"강원특별자치도 춘천시 동내면(5111039000)","22,955","10,567","          2.17","11,518","11,437","          1.01"
"강원특별자치도 춘천시 남산면(5111040000)","3,227","1,959","          1.65","1,703","1,524","          1.12"
"강원특별자치도 춘천시 교동(5111052000)","3,855","2,801","          1.38","2,051","1,804","          1.14"
"강원특별자치도 춘천시 조운동(5111053000)","2,408","1,529","          1.57","1,180","1,228","          0.96"
"강원특별자치도 춘천시 약사명동(5111054500)","5,271","2,382","          2.21","2,556","2,715","          0.94"
"강원특별자치도 춘천시 근화동(5111057000)","8,833","4,452","          1.98","4,353","4,480","          0.97"
"강원특별자치도 춘천시 소양동(5111058000)","10,673","4,962","          2.15","5,207","5,466","          0.95"
"강원특별자치도 춘천시 후평1동(5111060000)","10,757","6,297","          1.71","5,346","5,411","          0.99"
"강원특별자치도 춘천시 후평2동(5111061000)","13,468","6,313","          2.13","6,325","7,143","          0.89"
"강원특별자치도 춘천시 후평3동(5111061100)","18,739","8,846","          2.12","8,879","9,860","          0.90"
"강원특별자치도 춘천시 효자1동(5111062000)","3,879","1,893","          2.05","1,928","1,951","          0.99"
"강원특별자치도 춘천시 효자2동(5111063000)","12,286","8,670","          1.42","6,605","5,681","          1.16"
"강원특별자치도 춘천시 효자3동(5111064000)","4,282","2,840","          1.51","2,135","2,147","          0.99"
"강원특별자치도 춘천시 석사동(5111065000)","31,952","15,426","          2.07","15,744","16,208","          0.97"
"강원특별자치도 춘천시 퇴계동(5111066000)","44,921","19,988","          2.25","21,431","23,490","          0.91"
"강원특별자치도 춘천시 강남동(5111067500)","25,503","11,280","          2.26","12,363","13,140","          0.94"
"강원특별자치도 춘천시 신사우동(5111070500)","24,946","10,892","          2.29","12,372","12,574","          0.98"
"강원특별자치도 원주시 (5113000000)","365,379","179,004","          2.04","180,937","184,442","          0.98"
"강원특별자치도 원주시 문막읍(5113025000)","16,686","8,908","          1.87","8,584","8,102","          1.06"
"강원특별자치도 원주시 소초면(5113031000)","7,753","4,395","          1.76","4,161","3,592","          1.16"
"강원특별자치도 원주시 호저면(5113032000)","3,155","1,737","          1.82","1,662","1,493","          1.11"
"강원특별자치도 원주시 지정면(5113033000)","33,007","13,717","          2.41","16,189","16,818","          0.96"
"강원특별자치도 원주시 부론면(5113035000)","2,130","1,342","          1.59","1,086","1,044","          1.04"
"강원특별자치도 원주시 귀래면(5113036000)","2,056","1,213","          1.69","1,059","997","          1.06"
"강원특별자치도 원주시 흥업면(5113037000)","9,527","5,678","          1.68","5,076","4,451","          1.14"
"강원특별자치도 원주시 판부면(5113038000)","7,856","4,217","          1.86","4,129","3,727","          1.11"
"강원특별자치도 원주시 신림면(5113039000)","3,490","2,035","          1.71","1,835","1,655","          1.11"
"강원특별자치도 원주시 중앙동(5113051500)","2,054","1,379","          1.49","1,098","956","          1.15"
"강원특별자치도 원주시 원인동(5113052000)","5,415","2,883","          1.88","2,590","2,825","          0.92"
"강원특별자치도 원주시 개운동(5113053000)","11,419","5,787","          1.97","5,469","5,950","          0.92"
"강원특별자치도 원주시 명륜1동(5113054100)","7,336","3,608","          2.03","3,441","3,895","          0.88"
"강원특별자치도 원주시 명륜2동(5113054200)","17,645","8,920","          1.98","8,563","9,082","          0.94"
"강원특별자치도 원주시 단구동(5113055000)","42,084","20,549","          2.05","20,561","21,523","          0.96"
"강원특별자치도 원주시 일산동(5113056000)","7,887","4,613","          1.71","3,728","4,159","          0.90"
"강원특별자치도 원주시 학성동(5113057500)","4,003","2,267","          1.77","1,955","2,048","          0.95"
"강원특별자치도 원주시 단계동(5113059000)","26,120","12,850","          2.03","12,686","13,434","          0.94"
"강원특별자치도 원주시 우산동(5113060000)","12,899","6,860","          1.88","6,860","6,039","          1.14"
"강원특별자치도 원주시 태장1동(5113061000)","12,228","6,298","          1.94","6,083","6,145","          0.99"
"강원특별자치도 원주시 태장2동(5113062000)","23,996","11,909","          2.01","12,017","11,979","          1.00"
"강원특별자치도 원주시 봉산동(5113063500)","6,891","3,714","          1.86","3,402","3,489","          0.98"
"강원특별자치도 원주시 행구동(5113065000)","8,135","3,551","          2.29","4,013","4,122","          0.97"
"강원특별자치도 원주시 무실동(5113066000)","38,552","17,402","          2.22","18,878","19,674","          0.96"
"강원특별자치도 원주시 반곡관설동(5113067500)","53,055","23,172","          2.29","25,812","27,243","          0.95"
"강원특별자치도 강릉시 (5115000000)","205,440","105,939","          1.94","101,884","103,556","          0.98"
"강원특별자치도 강릉시 주문진읍(5115025000)","15,080","8,793","          1.72","7,382","7,698","          0.96"
"강원특별자치도 강릉시 성산면(5115031000)","3,310","1,768","          1.87","1,685","1,625","          1.04"
"강원특별자치도 강릉시 왕산면(5115032000)","1,473","884","          1.67","795","678","          1.17"
"강원특별자치도 강릉시 구정면(5115033000)","4,023","2,025","          1.99","2,065","1,958","          1.05"
"강원특별자치도 강릉시 강동면(5115034000)","3,612","2,115","          1.71","1,904","1,708","          1.11"
"강원특별자치도 강릉시 옥계면(5115035000)","3,157","1,856","          1.70","1,636","1,521","          1.08"
"강원특별자치도 강릉시 사천면(5115036000)","5,217","2,914","          1.79","2,660","2,557","          1.04"
"강원특별자치도 강릉시 연곡면(5115037000)","6,289","3,491","          1.80","3,138","3,151","          1.00"
"강원특별자치도 강릉시 홍제동(5115051000)","13,874","7,027","          1.97","6,717","7,157","          0.94"
"강원특별자치도 강릉시 중앙동(5115052000)","3,959","2,479","          1.60","1,870","2,089","          0.90"
"강원특별자치도 강릉시 옥천동(5115054000)","2,898","1,904","          1.52","1,471","1,427","          1.03"
"강원특별자치도 강릉시 교1동(5115055000)","27,445","13,157","          2.09","13,455","13,990","          0.96"
"강원특별자치도 강릉시 교2동(5115056000)","10,411","4,967","          2.10","5,118","5,293","          0.97"
"강원특별자치도 강릉시 포남1동(5115057100)","10,263","5,910","          1.74","5,035","5,228","          0.96"
"강원특별자치도 강릉시 포남2동(5115057200)","11,032","6,243","          1.77","5,443","5,589","          0.97"
"강원특별자치도 강릉시 초당동(5115058000)","4,075","2,194","          1.86","1,958","2,117","          0.92"
"강원특별자치도 강릉시 송정동(5115059000)","9,361","4,230","          2.21","4,466","4,895","          0.91"
"강원특별자치도 강릉시 내곡동(5115060000)","17,929","8,886","          2.02","9,115","8,814","          1.03"
"강원특별자치도 강릉시 강남동(5115061500)","15,419","7,858","          1.96","7,718","7,701","          1.00"
"강원특별자치도 강릉시 성덕동(5115064500)","25,087","11,622","          2.16","12,302","12,785","          0.96"
"강원특별자치도 강릉시 경포동(5115066500)","11,526","5,616","          2.05","5,951","5,575","          1.07"
"강원특별자치도 동해시 (5117000000)","85,534","43,581","          1.96","43,311","42,223","          1.03"
"강원특별자치도 동해시 천곡동(5117051000)","28,329","13,962","          2.03","13,967","14,362","          0.97"
"강원특별자치도 동해시 송정동(5117052000)","3,318","2,094","          1.58","1,845","1,473","          1.25"
"강원특별자치도 동해시 북삼동(5117053000)","21,291","9,997","          2.13","11,006","10,285","          1.07"
"강원특별자치도 동해시 부곡동(5117054000)","4,372","2,483","          1.76","2,107","2,265","          0.93"
"강원특별자치도 동해시 동호동(5117055000)","4,508","2,466","          1.83","2,282","2,226","          1.03"
"강원특별자치도 동해시 발한동(5117057000)","2,758","1,733","          1.59","1,415","1,343","          1.05"
"강원특별자치도 동해시 묵호동(5117059000)","2,584","1,609","          1.61","1,265","1,319","          0.96"
"강원특별자치도 동해시 북평동(5117060000)","12,947","6,082","          2.13","6,636","6,311","          1.05"
"강원특별자치도 동해시 망상동(5117063000)","3,070","1,737","          1.77","1,564","1,506","          1.04"
"강원특별자치도 동해시 삼화동(5117065000)","2,357","1,418","          1.66","1,224","1,133","          1.08"
"강원특별자치도 태백시 (5119000000)","36,680","20,115","          1.82","18,580","18,100","          1.03"
"강원특별자치도 태백시 황지동(5119051500)","7,574","3,828","          1.98","3,792","3,782","          1.00"
"강원특별자치도 태백시 황연동(5119052500)","3,545","2,134","          1.66","1,816","1,729","          1.05"
"강원특별자치도 태백시 삼수동(5119053500)","4,680","2,584","          1.81","2,365","2,315","          1.02"
"강원특별자치도 태백시 상장동(5119054000)","11,260","5,609","          2.01","5,733","5,527","          1.04"
"강원특별자치도 태백시 문곡소도동(5119058500)","3,125","1,838","          1.70","1,553","1,572","          0.99"
"강원특별자치도 태백시 장성동(5119059500)","2,881","1,730","          1.67","1,420","1,461","          0.97"
"강원특별자치도 태백시 구문소동(5119060500)","2,056","1,336","          1.54","1,070","986","          1.09"
"강원특별자치도 태백시 철암동(5119061500)","1,559","1,056","          1.48","831","728","          1.14"
"강원특별자치도 속초시 (5121000000)","78,788","41,077","          1.92","38,925","39,863","          0.98"
"강원특별자치도 속초시 영랑동(5121051000)","4,312","2,554","          1.69","2,241","2,071","          1.08"
"강원특별자치도 속초시 동명동(5121052000)","5,205","2,629","          1.98","2,568","2,637","          0.97"
"강원특별자치도 속초시 금호동(5121054000)","5,635","3,009","          1.87","2,780","2,855","          0.97"
"강원특별자치도 속초시 교동(5121056000)","8,372","4,647","          1.80","4,112","4,260","          0.97"
"강원특별자치도 속초시 노학동(5121057000)","19,542","10,273","          1.90","9,733","9,809","          0.99"
"강원특별자치도 속초시 조양동(5121058000)","28,390","13,681","          2.08","13,730","14,660","          0.94"
"강원특별자치도 속초시 청호동(5121059000)","4,568","2,639","          1.73","2,314","2,254","          1.03"
"강원특별자치도 속초시 대포동(5121060000)","2,764","1,645","          1.68","1,447","1,317","          1.10"
"강원특별자치도 삼척시 (5123000000)","60,041","33,377","          1.80","30,735","29,306","          1.05"
"강원특별자치도 삼척시 도계읍(5123025000)","8,364","5,557","          1.51","4,297","4,067","          1.06"
"강원특별자치도 삼척시 원덕읍(5123025300)","3,060","2,077","          1.47","1,678","1,382","          1.21"
"강원특별자치도 삼척시 원덕읍임원출장소(5123025400)","1,428","915","          1.56","704","724","          0.97"
"강원특별자치도 삼척시 근덕면(5123031000)","4,502","2,838","          1.59","2,332","2,170","          1.07"
"강원특별자치도 삼척시 하장면(5123032000)","1,150","683","          1.68","632","518","          1.22"
"강원특별자치도 삼척시 노곡면(5123033000)","683","440","          1.55","378","305","          1.24"
"강원특별자치도 삼척시 미로면(5123034000)","1,672","1,001","          1.67","896","776","          1.15"
"강원특별자치도 삼척시 가곡면(5123035000)","632","405","          1.56","337","295","          1.14"
"강원특별자치도 삼척시 신기면(5123036000)","611","395","          1.55","342","269","          1.27"
"강원특별자치도 삼척시 남양동(5123051000)","6,351","3,637","          1.75","3,121","3,230","          0.97"
"강원특별자치도 삼척시 교동(5123053000)","15,156","6,932","          2.19","7,772","7,384","          1.05"
"강원특별자치도 삼척시 정라동(5123054000)","9,473","4,860","          1.95","4,827","4,646","          1.04"
"강원특별자치도 삼척시 성내동(5123057000)","6,959","3,637","          1.91","3,419","3,540","          0.97"
"강원특별자치도 홍천군 (5172000000)","65,817","35,109","          1.87","33,950","31,867","          1.07"
"강원특별자치도 홍천군 홍천읍(5172025000)","33,299","16,217","          2.05","16,830","16,469","          1.02"
"강원특별자치도 홍천군 화촌면(5172031000)","4,099","2,445","          1.68","2,213","1,886","          1.17"
"강원특별자치도 홍천군 두촌면(5172032000)","2,382","1,382","          1.72","1,201","1,181","          1.02"
"강원특별자치도 홍천군 내촌면(5172033000)","2,359","1,453","          1.62","1,231","1,128","          1.09"
"강원특별자치도 홍천군 서석면(5172034000)","3,564","1,966","          1.81","1,828","1,736","          1.05"
"강원특별자치도 홍천군 영귀미면(5172035200)","4,023","2,235","          1.80","2,097","1,926","          1.09"
"강원특별자치도 홍천군 남면(5172036000)","5,456","3,181","          1.72","2,931","2,525","          1.16"
"강원특별자치도 홍천군 서면(5172037000)","3,794","2,371","          1.60","1,999","1,795","          1.11"
"강원특별자치도 홍천군 북방면(5172038000)","3,990","2,233","          1.79","2,092","1,898","          1.10"
"강원특별자치도 홍천군 내면(5172039000)","2,851","1,626","          1.75","1,528","1,323","          1.15"
"강원특별자치도 횡성군 (5173000000)","45,465","24,191","          1.88","23,560","21,905","          1.08"
"강원특별자치도 횡성군 횡성읍(5173025000)","20,194","9,698","          2.08","10,214","9,980","          1.02"
"강원특별자치도 횡성군 우천면(5173031000)","4,276","2,452","          1.74","2,272","2,004","          1.13"
"강원특별자치도 횡성군 안흥면(5173032000)","3,114","1,582","          1.97","1,619","1,495","          1.08"
"강원특별자치도 횡성군 둔내면(5173033000)","5,897","3,317","          1.78","3,140","2,757","          1.14"
"강원특별자치도 횡성군 갑천면(5173034000)","2,492","1,511","          1.65","1,311","1,181","          1.11"
"강원특별자치도 횡성군 청일면(5173035000)","2,386","1,452","          1.64","1,220","1,166","          1.05"
"강원특별자치도 횡성군 공근면(5173036000)","3,359","1,959","          1.71","1,779","1,580","          1.13"
"강원특별자치도 횡성군 서원면(5173037000)","2,005","1,162","          1.73","1,092","913","          1.20"
"강원특별자치도 횡성군 강림면(5173038000)","1,742","1,058","          1.65","913","829","          1.10"
"강원특별자치도 영월군 (5175000000)","35,651","20,757","          1.72","18,469","17,182","          1.07"
"강원특별자치도 영월군 영월읍(5175025000)","19,150","10,395","          1.84","9,742","9,408","          1.04"
"강원특별자치도 영월군 상동읍(5175025300)","987","684","          1.44","531","456","          1.16"
"강원특별자치도 영월군 산솔면(5175031200)","1,334","852","          1.57","724","610","          1.19"
"강원특별자치도 영월군 김삿갓면(5175032500)","1,758","1,115","          1.58","925","833","          1.11"
"강원특별자치도 영월군 북면(5175033000)","1,922","1,180","          1.63","1,024","898","          1.14"
"강원특별자치도 영월군 남면(5175034000)","2,066","1,314","          1.57","1,110","956","          1.16"
"강원특별자치도 영월군 한반도면(5175035500)","1,114","662","          1.68","588","526","          1.12"
"강원특별자치도 영월군 한반도면쌍용출장소(5175035900)","1,437","904","          1.59","758","679","          1.12"
"강원특별자치도 영월군 주천면(5175036000)","3,774","2,323","          1.62","1,957","1,817","          1.08"
"강원특별자치도 영월군 무릉도원면(5175038000)","2,109","1,328","          1.59","1,110","999","          1.11"
"강원특별자치도 평창군 (5176000000)","39,849","22,262","          1.79","20,685","19,164","          1.08"
"강원특별자치도 평창군 평창읍(5176025000)","8,272","4,361","          1.90","4,260","4,012","          1.06"
"강원특별자치도 평창군 미탄면(5176031000)","1,462","886","          1.65","806","656","          1.23"
"강원특별자치도 평창군 방림면(5176032000)","786","483","          1.63","427","359","          1.19"
"강원특별자치도 평창군 방림면계촌출장소(5176032500)","1,729","1,050","          1.65","899","830","          1.08"
"강원특별자치도 평창군 대화면(5176033000)","4,886","2,733","          1.79","2,517","2,369","          1.06"
"강원특별자치도 평창군 봉평면(5176034000)","5,546","3,103","          1.79","2,875","2,671","          1.08"
"강원특별자치도 평창군 용평면(5176035000)","2,928","1,669","          1.75","1,488","1,440","          1.03"
"강원특별자치도 평창군 진부면(5176036000)","8,348","4,398","          1.90","4,229","4,119","          1.03"
"강원특별자치도 평창군 대관령면(5176038000)","5,892","3,579","          1.65","3,184","2,708","          1.18"
"강원특별자치도 정선군 (5177000000)","35,137","20,489","          1.71","18,488","16,649","          1.11"
"강원특별자치도 정선군 정선읍(5177025000)","10,308","5,460","          1.89","5,328","4,980","          1.07"
"강원특별자치도 정선군 고한읍(5177025300)","4,730","3,121","          1.52","2,506","2,224","          1.13"
"강원특별자치도 정선군 사북읍(5177025600)","4,389","2,481","          1.77","2,305","2,084","          1.11"
"강원특별자치도 정선군 신동읍(5177025900)","1,727","980","          1.76","904","823","          1.10"
"강원특별자치도 정선군 신동읍함백출장소(5177026000)","1,524","998","          1.53","784","740","          1.06"
"강원특별자치도 정선군 남면(5177032000)","3,182","1,936","          1.64","1,739","1,443","          1.21"
"강원특별자치도 정선군 북평면(5177034000)","2,491","1,384","          1.80","1,271","1,220","          1.04"
"강원특별자치도 정선군 임계면(5177035000)","3,351","2,021","          1.66","1,806","1,545","          1.17"
"강원특별자치도 정선군 화암면(5177036000)","1,534","940","          1.63","839","695","          1.21"
"강원특별자치도 정선군 여량면(5177037000)","1,901","1,168","          1.63","1,006","895","          1.12"
"강원특별자치도 철원군 (5178000000)","39,598","20,276","          1.95","20,433","19,165","          1.07"
"강원특별자치도 철원군 철원읍(5178025000)","4,682","2,345","          2.00","2,356","2,326","          1.01"
"강원특별자치도 철원군 김화읍(5178025300)","2,938","1,463","          2.01","1,570","1,368","          1.15"
"강원특별자치도 철원군 갈말읍(5178025600)","11,361","5,788","          1.96","6,043","5,318","          1.14"
"강원특별자치도 철원군 동송읍(5178025900)","13,764","7,009","          1.96","6,906","6,858","          1.01"
"강원특별자치도 철원군 서면(5178031000)","1,608","999","          1.61","904","704","          1.28"
"강원특별자치도 철원군 서면와수출장소(5178031500)","3,334","1,622","          2.06","1,668","1,666","          1.00"
"강원특별자치도 철원군 근남면(5178032000)","1,824","994","          1.84","942","882","          1.07"
"강원특별자치도 철원군 근북면(5178033000)","87","56","          1.55","44","43","          1.02"
"강원특별자치도 철원군 근동면(5178034000)","0","0","          0.00","0","0","          0.00"
"강원특별자치도 철원군 원동면(5178035000)","0","0","          0.00","0","0","          0.00"
"강원특별자치도 철원군 원남면(5178036000)","0","0","          0.00","0","0","          0.00"
"강원특별자치도 철원군 임남면(5178037000)","0","0","          0.00","0","0","          0.00"
"강원특별자치도 화천군 (5179000000)","22,908","12,363","          1.85","12,332","10,576","          1.17"
"강원특별자치도 화천군 화천읍(5179025000)","8,203","4,126","          1.99","4,267","3,936","          1.08"
"강원특별자치도 화천군 간동면(5179031000)","2,523","1,448","          1.74","1,374","1,149","          1.20"
"강원특별자치도 화천군 하남면(5179032000)","2,842","1,370","          2.07","1,486","1,356","          1.10"
"강원특별자치도 화천군 상서면(5179033000)","3,568","2,304","          1.55","2,149","1,419","          1.51"
"강원특별자치도 화천군 사내면(5179034000)","5,772","3,115","          1.85","3,056","2,716","          1.13"
"강원특별자치도 양구군 (5180000000)","20,354","10,488","          1.94","10,712","9,642","          1.11"
"강원특별자치도 양구군 양구읍(5180025000)","12,999","6,135","          2.12","6,621","6,378","          1.04"
"강원특별자치도 양구군 국토정중앙면(5180031500)","3,243","1,930","          1.68","1,809","1,434","          1.26"
"강원특별자치도 양구군 동면(5180032000)","1,794","1,038","          1.73","982","812","          1.21"
"강원특별자치도 양구군 방산면(5180033000)","1,121","702","          1.60","636","485","          1.31"
"강원특별자치도 양구군 해안면(5180034000)","1,197","683","          1.75","664","533","          1.25"
"강원특별자치도 인제군 (5181000000)","30,692","16,655","          1.84","16,822","13,870","          1.21"
"강원특별자치도 인제군 인제읍(5181025000)","9,705","4,675","          2.08","5,153","4,552","          1.13"
"강원특별자치도 인제군 인제읍귀둔출장소(5181025100)","459","258","          1.78","236","223","          1.06"
"강원특별자치도 인제군 남면(5181031000)","3,666","2,170","          1.69","2,058","1,608","          1.28"
"강원특별자치도 인제군 북면(5181032000)","7,608","4,191","          1.82","4,160","3,448","          1.21"
"강원특별자치도 인제군 기린면(5181033000)","4,893","2,792","          1.75","2,705","2,188","          1.24"
"강원특별자치도 인제군 서화면(5181034000)","2,350","1,396","          1.68","1,382","968","          1.43"
"강원특별자치도 인제군 상남면(5181035000)","2,011","1,173","          1.71","1,128","883","          1.28"
"강원특별자치도 고성군 (5182000000)","27,196","15,600","          1.74","13,936","13,260","          1.05"
"강원특별자치도 고성군 간성읍(5182025000)","7,344","3,716","          1.98","3,835","3,509","          1.09"
"강원특별자치도 고성군 거진읍(5182025300)","5,371","3,379","          1.59","2,659","2,712","          0.98"
"강원특별자치도 고성군 현내면(5182031000)","2,014","1,234","          1.63","994","1,020","          0.97"
"강원특별자치도 고성군 죽왕면(5182032000)","3,173","1,905","          1.67","1,658","1,515","          1.09"
"강원특별자치도 고성군 토성면(5182033000)","9,294","5,366","          1.73","4,790","4,504","          1.06"
"강원특별자치도 고성군 수동면(5182034000)","0","0","          0.00","0","0","          0.00"
"강원특별자치도 양양군 (5183000000)","27,350","15,135","          1.81","13,989","13,361","          1.05"
"강원특별자치도 양양군 양양읍(5183025000)","12,679","6,502","          1.95","6,427","6,252","          1.03"
"강원특별자치도 양양군 서면(5183031000)","2,566","1,455","          1.76","1,319","1,247","          1.06"
"강원특별자치도 양양군 손양면(5183032000)","2,126","1,235","          1.72","1,075","1,051","          1.02"
"강원특별자치도 양양군 현북면(5183033000)","2,621","1,610","          1.63","1,363","1,258","          1.08"
"강원특별자치도 양양군 현남면(5183034000)","2,883","1,765","          1.63","1,515","1,368","          1.11"
"강원특별자치도 양양군 강현면(5183035000)","4,475","2,568","          1.74","2,290","2,185","          1.05"
"충청북도  (4300000000)","1,601,367","808,665","          1.98","816,717","784,650","          1.04"
"충청북도 청주시 (4311000000)","860,215","415,481","          2.07","435,288","424,927","          1.02"
"충청북도 청주시 상당구 (4311100000)","192,578","89,494","          2.15","95,607","96,971","          0.99"
"충청북도 청주시 상당구 낭성면(4311131000)","2,050","1,182","          1.73","1,071","979","          1.09"
"충청북도 청주시 상당구 미원면(4311132000)","4,381","2,707","          1.62","2,254","2,127","          1.06"
"충청북도 청주시 상당구 가덕면(4311133000)","3,536","2,023","          1.75","1,817","1,719","          1.06"
"충청북도 청주시 상당구 남일면(4311134000)","6,332","3,180","          1.99","3,268","3,064","          1.07"
"충청북도 청주시 상당구 문의면(4311135000)","3,441","1,955","          1.76","1,813","1,628","          1.11"
"충청북도 청주시 상당구 중앙동(4311152500)","6,218","3,271","          1.90","3,042","3,176","          0.96"
"충청북도 청주시 상당구 성안동(4311154500)","6,078","3,642","          1.67","3,059","3,019","          1.01"
"충청북도 청주시 상당구 탑대성동(4311162000)","11,053","5,265","          2.10","5,353","5,700","          0.94"
"충청북도 청주시 상당구 영운동(4311167000)","9,404","5,139","          1.83","4,685","4,719","          0.99"
"충청북도 청주시 상당구 금천동(4311168000)","28,165","12,486","          2.26","13,682","14,483","          0.94"
"충청북도 청주시 상당구 용담.명암.산성동(4311169000)","12,222","4,765","          2.56","6,018","6,204","          0.97"
"충청북도 청주시 상당구 용암1동(4311172000)","55,333","24,999","          2.21","27,730","27,603","          1.00"
"충청북도 청주시 상당구 용암2동(4311173000)","44,365","18,880","          2.35","21,815","22,550","          0.97"
"충청북도 청주시 서원구 (4311200000)","187,612","92,556","          2.03","93,500","94,112","          0.99"
"충청북도 청주시 서원구 남이면(4311231000)","9,575","4,815","          1.99","5,070","4,505","          1.13"
"충청북도 청주시 서원구 현도면(4311232000)","2,887","1,706","          1.69","1,515","1,372","          1.10"
"충청북도 청주시 서원구 사직1동(4311251000)","3,804","1,967","          1.93","1,926","1,878","          1.03"
"충청북도 청주시 서원구 사직2동(4311252000)","10,596","4,243","          2.50","5,164","5,432","          0.95"
"충청북도 청주시 서원구 사창동(4311253000)","13,814","8,819","          1.57","7,118","6,696","          1.06"
"충청북도 청주시 서원구 모충동(4311254000)","21,524","10,909","          1.97","10,746","10,778","          1.00"
"충청북도 청주시 서원구 산남동(4311255000)","24,052","10,473","          2.30","12,056","11,996","          1.01"
"충청북도 청주시 서원구 분평동(4311256000)","26,790","11,849","          2.26","12,853","13,937","          0.92"
"충청북도 청주시 서원구 수곡1동(4311257000)","12,187","7,085","          1.72","6,169","6,018","          1.03"
"충청북도 청주시 서원구 수곡2동(4311258000)","14,344","7,556","          1.90","7,124","7,220","          0.99"
"충청북도 청주시 서원구 성화.개신.죽림동(4311259000)","48,039","23,134","          2.08","23,759","24,280","          0.98"
"충청북도 청주시 흥덕구 (4311300000)","294,300","142,299","          2.07","150,323","143,977","          1.04"
"충청북도 청주시 흥덕구 오송읍(4311325000)","49,604","24,072","          2.06","24,919","24,685","          1.01"
"충청북도 청주시 흥덕구 강내면(4311331000)","10,617","5,444","          1.95","5,503","5,114","          1.08"
"충청북도 청주시 흥덕구 옥산면(4311332000)","16,819","7,607","          2.21","8,580","8,239","          1.04"
"충청북도 청주시 흥덕구 운천.신봉동(4311370000)","13,281","6,653","          2.00","6,510","6,771","          0.96"
"충청북도 청주시 흥덕구 복대1동(4311374100)","50,891","22,218","          2.29","26,294","24,597","          1.07"
"충청북도 청주시 흥덕구 복대2동(4311374200)","15,123","9,604","          1.57","7,963","7,160","          1.11"
"충청북도 청주시 흥덕구 가경동(4311374700)","52,328","22,400","          2.34","25,517","26,811","          0.95"
"충청북도 청주시 흥덕구 봉명1동(4311375100)","12,632","7,196","          1.76","6,728","5,904","          1.14"
"충청북도 청주시 흥덕구 봉명2.송정동(4311375600)","24,519","13,672","          1.79","13,298","11,221","          1.19"
"충청북도 청주시 흥덕구 강서제1동(4311376000)","29,994","15,622","          1.92","15,200","14,794","          1.03"
"충청북도 청주시 흥덕구 강서제2동(4311377000)","18,492","7,811","          2.37","9,811","8,681","          1.13"
"충청북도 청주시 청원구 (4311400000)","185,725","91,132","          2.04","95,858","89,867","          1.07"
"충청북도 청주시 청원구 내수읍(4311425000)","18,414","9,452","          1.95","9,561","8,853","          1.08"
"충청북도 청주시 청원구 오창읍(4311425300)","67,657","30,844","          2.19","36,194","31,463","          1.15"
"충청북도 청주시 청원구 북이면(4311431000)","3,922","2,342","          1.67","2,086","1,836","          1.14"
"충청북도 청주시 청원구 우암동(4311451000)","12,136","7,851","          1.55","6,094","6,042","          1.01"
"충청북도 청주시 청원구 내덕1동(4311452000)","7,500","4,180","          1.79","3,805","3,695","          1.03"
"충청북도 청주시 청원구 내덕2동(4311453000)","12,572","6,723","          1.87","6,469","6,103","          1.06"
"충청북도 청주시 청원구 율량.사천동(4311454000)","46,214","22,285","          2.07","23,171","23,043","          1.01"
"충청북도 청주시 청원구 오근장동(4311455000)","17,310","7,455","          2.32","8,478","8,832","          0.96"
"충청북도 충주시 (4313000000)","205,691","105,357","          1.95","104,390","101,301","          1.03"
"충청북도 충주시 주덕읍(4313025000)","10,364","5,358","          1.93","5,336","5,028","          1.06"
"충청북도 충주시 살미면(4313031000)","1,855","1,058","          1.75","957","898","          1.07"
"충청북도 충주시 수안보면(4313032500)","2,696","1,597","          1.69","1,349","1,347","          1.00"
"충청북도 충주시 대소원면(4313033500)","9,842","6,196","          1.59","5,718","4,124","          1.39"
"충청북도 충주시 신니면(4313035000)","2,595","1,552","          1.67","1,349","1,246","          1.08"
"충청북도 충주시 노은면(4313036000)","2,115","1,228","          1.72","1,087","1,028","          1.06"
"충청북도 충주시 앙성면(4313037000)","3,699","2,256","          1.64","1,923","1,776","          1.08"
"충청북도 충주시 중앙탑면(4313038500)","14,627","6,528","          2.24","7,570","7,057","          1.07"
"충청북도 충주시 금가면(4313039000)","3,742","1,946","          1.92","2,072","1,670","          1.24"
"충청북도 충주시 동량면(4313040000)","3,291","1,822","          1.81","1,698","1,593","          1.07"
"충청북도 충주시 산척면(4313041000)","2,091","1,244","          1.68","1,092","999","          1.09"
"충청북도 충주시 엄정면(4313042000)","2,885","1,635","          1.76","1,482","1,403","          1.06"
"충청북도 충주시 소태면(4313043000)","1,826","1,053","          1.73","954","872","          1.09"
"충청북도 충주시 성내.충인동(4313051500)","2,385","1,443","          1.65","1,170","1,215","          0.96"
"충청북도 충주시 교현.안림동(4313053500)","21,311","10,095","          2.11","10,517","10,794","          0.97"
"충청북도 충주시 교현2동(4313054000)","5,856","3,384","          1.73","2,919","2,937","          0.99"
"충청북도 충주시 용산동(4313055000)","13,497","6,049","          2.23","6,583","6,914","          0.95"
"충청북도 충주시 지현동(4313056000)","4,702","2,439","          1.93","2,354","2,348","          1.00"
"충청북도 충주시 문화동(4313057100)","8,415","4,573","          1.84","4,201","4,214","          1.00"
"충청북도 충주시 호암.직동(4313058000)","21,946","9,748","          2.25","10,949","10,997","          1.00"
"충청북도 충주시 달천동(4313060500)","4,156","2,857","          1.45","2,212","1,944","          1.14"
